text,label,case folding,tokenizing,filtering,stemmed
5 year old stuck rubbl 5 day ask feel hungri thirsti rubbl repli person white cloth would come occasion feed give water,neutral,5 year old stuck rubbl 5 day ask feel hungri thirsti rubbl repli person white cloth would come occasion feed give water,"['5', 'year', 'old', 'stuck', 'rubbl', '5', 'day', 'ask', 'feel', 'hungri', 'thirsti', 'rubbl', 'repli', 'person', 'white', 'cloth', 'would', 'come', 'occasion', 'feed', 'give', 'water']","['5', 'year', 'old', 'stuck', 'rubbl', '5', 'day', 'ask', 'feel', 'hungri', 'thirsti', 'rubbl', 'repli', 'person', 'white', 'cloth', 'would', 'come', 'occasion', 'feed', 'give', 'water']","['5', 'year', 'old', 'stuck', 'rubbl', '5', 'day', 'ask', 'feel', 'hungri', 'thirsti', 'rubbl', 'repli', 'person', 'white', 'cloth', 'would', 'come', 'occas', 'feed', 'give', 'water']"
pray turkey,positif,pray turkey,"['pray', 'turkey']","['pray', 'turkey']","['pray', 'turkey']"
fed angel babi surviv 128 hr rubbl turkey,positif,fed angel babi surviv 128 hr rubbl turkey,"['fed', 'angel', 'babi', 'surviv', '128', 'hr', 'rubbl', 'turkey']","['fed', 'angel', 'babi', 'surviv', '128', 'hr', 'rubbl', 'turkey']","['fed', 'angel', 'babi', 'surviv', '128', 'hr', 'rubbl', 'turkey']"
video taken moment earthquak turkey,negatif,video taken moment earthquak turkey,"['video', 'taken', 'moment', 'earthquak', 'turkey']","['video', 'taken', 'moment', 'earthquak', 'turkey']","['video', 'taken', 'moment', 'earthquak', 'turkey']"
one minut silenc earthquak victim turkey syria pakistan rememb,negatif,one minut silenc earthquak victim turkey syria pakistan rememb,"['one', 'minut', 'silenc', 'earthquak', 'victim', 'turkey', 'syria', 'pakistan', 'rememb']","['one', 'minut', 'silenc', 'earthquak', 'victim', 'turkey', 'syria', 'pakistan', 'rememb']","['one', 'minut', 'silenc', 'earthquak', 'victim', 'turkey', 'syria', 'pakistan', 'rememb']"
govt turkiy request pakistan send aid quak victim,positif,govt turkiy request pakistan send aid quak victim,"['govt', 'turkiy', 'request', 'pakistan', 'send', 'aid', 'quak', 'victim']","['govt', 'turkiy', 'request', 'pakistan', 'send', 'aid', 'quak', 'victim']","['govt', 'turkiy', 'request', 'pakistan', 'send', 'aid', 'quak', 'victim']"
heartbreak news come turkey major earthquak strike countri send love support affect tragedi stay safe everyon,negatif,heartbreak news come turkey major earthquak strike countri send love support affect tragedi stay safe everyon,"['heartbreak', 'news', 'come', 'turkey', 'major', 'earthquak', 'strike', 'countri', 'send', 'love', 'support', 'affect', 'tragedi', 'stay', 'safe', 'everyon']","['heartbreak', 'news', 'come', 'turkey', 'major', 'earthquak', 'strike', 'countri', 'send', 'love', 'support', 'affect', 'tragedi', 'stay', 'safe', 'everyon']","['heartbreak', 'news', 'come', 'turkey', 'major', 'earthquak', 'strike', 'countri', 'send', 'love', 'support', 'affect', 'tragedi', 'stay', 'safe', 'everyon']"
one greatest rescu mission done pakistani arm forc,positif,one greatest rescu mission done pakistani arm forc,"['one', 'greatest', 'rescu', 'mission', 'done', 'pakistani', 'arm', 'forc']","['one', 'greatest', 'rescu', 'mission', 'done', 'pakistani', 'arm', 'forc']","['one', 'greatest', 'rescu', 'mission', 'done', 'pakistani', 'arm', 'forc']"
earthquak turkey brought uncertainti passag across strait may affect price trend bulk commod stabl oper intern industri chain suppli chain,negatif,earthquak turkey brought uncertainti passag across strait may affect price trend bulk commod stabl oper intern industri chain suppli chain,"['earthquak', 'turkey', 'brought', 'uncertainti', 'passag', 'across', 'strait', 'may', 'affect', 'price', 'trend', 'bulk', 'commod', 'stabl', 'oper', 'intern', 'industri', 'chain', 'suppli', 'chain']","['earthquak', 'turkey', 'brought', 'uncertainti', 'passag', 'across', 'strait', 'may', 'affect', 'price', 'trend', 'bulk', 'commod', 'stabl', 'oper', 'intern', 'industri', 'chain', 'suppli', 'chain']","['earthquak', 'turkey', 'brought', 'uncertainti', 'passag', 'across', 'strait', 'may', 'affect', 'price', 'trend', 'bulk', 'commod', 'stabl', 'oper', 'intern', 'industri', 'chain', 'suppli', 'chain']"
experienc disast,negatif,experienc disast,"['experienc', 'disast']","['experienc', 'disast']","['experienc', 'disast']"
donat particip earthquak aid campaign afad foreign bank account,neutral,donat particip earthquak aid campaign afad foreign bank account,"['donat', 'particip', 'earthquak', 'aid', 'campaign', 'afad', 'foreign', 'bank', 'account']","['donat', 'particip', 'earthquak', 'aid', 'campaign', 'afad', 'foreign', 'bank', 'account']","['donat', 'particip', 'earthquak', 'aid', 'campaign', 'afad', 'foreign', 'bank', 'account']"
miracul rescu 5 year old ara 105 hour buri rubbl devast earthquak turkey,positif,miracul rescu 5 year old ara 105 hour buri rubbl devast earthquak turkey,"['miracul', 'rescu', '5', 'year', 'old', 'ara', '105', 'hour', 'buri', 'rubbl', 'devast', 'earthquak', 'turkey']","['miracul', 'rescu', '5', 'year', 'old', 'ara', '105', 'hour', 'buri', 'rubbl', 'devast', 'earthquak', 'turkey']","['miracul', 'rescu', '5', 'year', 'old', 'ara', '105', 'hour', 'buri', 'rubbl', 'devast', 'earthquak', 'turkey']"
bodi uttarakhand person brought state turkey cremat,neutral,bodi uttarakhand person brought state turkey cremat,"['bodi', 'uttarakhand', 'person', 'brought', 'state', 'turkey', 'cremat']","['bodi', 'uttarakhand', 'person', 'brought', 'state', 'turkey', 'cremat']","['bodi', 'uttarakhand', 'person', 'brought', 'state', 'turkey', 'cremat']"
miracl rescu 10 year girl 13 year boy two women save 183 hour turkey,positif,miracl rescu 10 year girl 13 year boy two women save 183 hour turkey,"['miracl', 'rescu', '10', 'year', 'girl', '13', 'year', 'boy', 'two', 'women', 'save', '183', 'hour', 'turkey']","['miracl', 'rescu', '10', 'year', 'girl', '13', 'year', 'boy', 'two', 'women', 'save', '183', 'hour', 'turkey']","['miracl', 'rescu', '10', 'year', 'girl', '13', 'year', 'boy', 'two', 'women', 'save', '183', 'hour', 'turkey']"
young girl rescu rubbl turkey 178 hour quak,positif,young girl rescu rubbl turkey 178 hour quak,"['young', 'girl', 'rescu', 'rubbl', 'turkey', '178', 'hour', 'quak']","['young', 'girl', 'rescu', 'rubbl', 'turkey', '178', 'hour', 'quak']","['young', 'girl', 'rescu', 'rubbl', 'turkey', '178', 'hour', 'quak']"
send anoth aid consign quak hit turkey death toll top 35 000,negatif,send anoth aid consign quak hit turkey death toll top 35 000,"['send', 'anoth', 'aid', 'consign', 'quak', 'hit', 'turkey', 'death', 'toll', 'top', '35', '000']","['send', 'anoth', 'aid', 'consign', 'quak', 'hit', 'turkey', 'death', 'toll', 'top', '35', '000']","['send', 'anoth', 'aid', 'consign', 'quak', 'hit', 'turkey', 'death', 'toll', 'top', '35', '000']"
courag salut report,positif,courag salut report,"['courag', 'salut', 'report']","['courag', 'salut', 'report']","['courag', 'salut', 'report']"
everi nation busi help shout forget anoth countri ala world selfish,negatif,everi nation busi help shout forget anoth countri ala world selfish,"['everi', 'nation', 'busi', 'help', 'shout', 'forget', 'anoth', 'countri', 'ala', 'world', 'selfish']","['everi', 'nation', 'busi', 'help', 'shout', 'forget', 'anoth', 'countri', 'ala', 'world', 'selfish']","['everi', 'nation', 'busi', 'help', 'shout', 'forget', 'anoth', 'countri', 'ala', 'world', 'selfish']"
turkey syria earthquak rescu oper enter final phase pray wholeheartedli survivor everyon affect earthquak,positif,turkey syria earthquak rescu oper enter final phase pray wholeheartedli survivor everyon affect earthquak,"['turkey', 'syria', 'earthquak', 'rescu', 'oper', 'enter', 'final', 'phase', 'pray', 'wholeheartedli', 'survivor', 'everyon', 'affect', 'earthquak']","['turkey', 'syria', 'earthquak', 'rescu', 'oper', 'enter', 'final', 'phase', 'pray', 'wholeheartedli', 'survivor', 'everyon', 'affect', 'earthquak']","['turkey', 'syria', 'earthquak', 'rescu', 'oper', 'enter', 'final', 'phase', 'pray', 'wholeheartedli', 'survivor', 'everyon', 'affect', 'earthquak']"
testament peopl turkey syria work tirelessli everi minut save live,positif,testament peopl turkey syria work tirelessli everi minut save live,"['testament', 'peopl', 'turkey', 'syria', 'work', 'tirelessli', 'everi', 'minut', 'save', 'live']","['testament', 'peopl', 'turkey', 'syria', 'work', 'tirelessli', 'everi', 'minut', 'save', 'live']","['testament', 'peopl', 'turkey', 'syria', 'work', 'tirelessli', 'everi', 'minut', 'save', 'live']"
tragedi end tearsnupd death toll earthquak goe past 37 000,negatif,tragedi end tearsnupd death toll earthquak goe past 37 000,"['tragedi', 'end', 'tearsnupd', 'death', 'toll', 'earthquak', 'goe', 'past', '37', '000']","['tragedi', 'end', 'tearsnupd', 'death', 'toll', 'earthquak', 'goe', 'past', '37', '000']","['tragedi', 'end', 'tearsnupd', 'death', 'toll', 'earthquak', 'goe', 'past', '37', '000']"
sister child lost mother,negatif,sister child lost mother,"['sister', 'child', 'lost', 'mother']","['sister', 'child', 'lost', 'mother']","['sister', 'child', 'lost', 'mother']"
35 k peopl die far turkey massiv natur disast rest peac depart soul,neutral,35 k peopl die far turkey massiv natur disast rest peac depart soul,"['35', 'k', 'peopl', 'die', 'far', 'turkey', 'massiv', 'natur', 'disast', 'rest', 'peac', 'depart', 'soul']","['35', 'k', 'peopl', 'die', 'far', 'turkey', 'massiv', 'natur', 'disast', 'rest', 'peac', 'depart', 'soul']","['35', 'k', 'peopl', 'die', 'far', 'turkey', 'massiv', 'natur', 'disast', 'rest', 'peac', 'depart', 'soul']"
worker taken hell,negatif,worker taken hell,"['worker', 'taken', 'hell']","['worker', 'taken', 'hell']","['worker', 'taken', 'hell']"
devast earthquak strike turkey syria leav trail destruct loss,negatif,devast earthquak strike turkey syria leav trail destruct loss,"['devast', 'earthquak', 'strike', 'turkey', 'syria', 'leav', 'trail', 'destruct', 'loss']","['devast', 'earthquak', 'strike', 'turkey', 'syria', 'leav', 'trail', 'destruct', 'loss']","['devast', 'earthquak', 'strike', 'turkey', 'syria', 'leav', 'trail', 'destruct', 'loss']"
turkish girl save spend 178 hour rubbl,positif,turkish girl save spend 178 hour rubbl,"['turkish', 'girl', 'save', 'spend', '178', 'hour', 'rubbl']","['turkish', 'girl', 'save', 'spend', '178', 'hour', 'rubbl']","['turkish', 'girl', 'save', 'spend', '178', 'hour', 'rubbl']"
dear world syrian turkish need help help msf unicef wfp other provid food,positif,dear world syrian turkish need help help msf unicef wfp other provid food,"['dear', 'world', 'syrian', 'turkish', 'need', 'help', 'help', 'msf', 'unicef', 'wfp', 'other', 'provid', 'food']","['dear', 'world', 'syrian', 'turkish', 'need', 'help', 'help', 'msf', 'unicef', 'wfp', 'provid', 'food']","['dear', 'world', 'syrian', 'turkish', 'need', 'help', 'help', 'msf', 'unicef', 'wfp', 'provid', 'food']"
look expert field crisi manag disast recoveri support us time need will share us expertis pleas dm us detail pleas connect,positif,look expert field crisi manag disast recoveri support us time need will share us expertis pleas dm us detail pleas connect,"['look', 'expert', 'field', 'crisi', 'manag', 'disast', 'recoveri', 'support', 'us', 'time', 'need', 'will', 'share', 'us', 'expertis', 'pleas', 'dm', 'us', 'detail', 'pleas', 'connect']","['look', 'expert', 'field', 'crisi', 'manag', 'disast', 'recoveri', 'support', 'us', 'time', 'need', 'share', 'us', 'expertis', 'pleas', 'dm', 'us', 'detail', 'pleas', 'connect']","['look', 'expert', 'field', 'crisi', 'manag', 'disast', 'recoveri', 'support', 'us', 'time', 'need', 'share', 'us', 'experti', 'plea', 'dm', 'us', 'detail', 'plea', 'connect']"
anonym walk turkish embassi us donat 30 million earthquak survivor,positif,anonym walk turkish embassi us donat 30 million earthquak survivor,"['anonym', 'walk', 'turkish', 'embassi', 'us', 'donat', '30', 'million', 'earthquak', 'survivor']","['anonym', 'walk', 'turkish', 'embassi', 'us', 'donat', '30', 'million', 'earthquak', 'survivor']","['anonym', 'walk', 'turkish', 'embassi', 'us', 'donat', '30', 'million', 'earthquak', 'survivor']"
15 year old syrian girl 65 year old father pull aliv rubbl turkey antakya trap nearli 9 day,negatif,15 year old syrian girl 65 year old father pull aliv rubbl turkey antakya trap nearli 9 day,"['15', 'year', 'old', 'syrian', 'girl', '65', 'year', 'old', 'father', 'pull', 'aliv', 'rubbl', 'turkey', 'antakya', 'trap', 'nearli', '9', 'day']","['15', 'year', 'old', 'syrian', 'girl', '65', 'year', 'old', 'father', 'pull', 'aliv', 'rubbl', 'turkey', 'antakya', 'trap', 'nearli', '9', 'day']","['15', 'year', 'old', 'syrian', 'girl', '65', 'year', 'old', 'father', 'pull', 'aliv', 'rubbl', 'turkey', 'antakya', 'trap', 'nearli', '9', 'day']"
slew fake campaign scam peopl ask donat help victim turkey syria full bulletin,negatif,slew fake campaign scam peopl ask donat help victim turkey syria full bulletin,"['slew', 'fake', 'campaign', 'scam', 'peopl', 'ask', 'donat', 'help', 'victim', 'turkey', 'syria', 'full', 'bulletin']","['slew', 'fake', 'campaign', 'scam', 'peopl', 'ask', 'donat', 'help', 'victim', 'turkey', 'syria', 'full', 'bulletin']","['slew', 'fake', 'campaign', 'scam', 'peopl', 'ask', 'donat', 'help', 'victim', 'turkey', 'syria', 'full', 'bulletin']"
tale two presid one cri one laugh,negatif,tale two presid one cri one laugh,"['tale', 'two', 'presid', 'one', 'cri', 'one', 'laugh']","['tale', 'two', 'presid', 'one', 'cri', 'one', 'laugh']","['tale', 'two', 'presid', 'one', 'cri', 'one', 'laugh']"
cat hug dog earthquak turkey save debri,positif,cat hug dog earthquak turkey save debri,"['cat', 'hug', 'dog', 'earthquak', 'turkey', 'save', 'debri']","['cat', 'hug', 'dog', 'earthquak', 'turkey', 'save', 'debri']","['cat', 'hug', 'dog', 'earthquak', 'turkey', 'save', 'debri']"
heart impact devast earthquak turkey challeng time crucial support one anoth binari studio proud help 7 famili affect disast,negatif,heart impact devast earthquak turkey challeng time crucial support one anoth binari studio proud help 7 famili affect disast,"['heart', 'impact', 'devast', 'earthquak', 'turkey', 'challeng', 'time', 'crucial', 'support', 'one', 'anoth', 'binari', 'studio', 'proud', 'help', '7', 'famili', 'affect', 'disast']","['heart', 'impact', 'devast', 'earthquak', 'turkey', 'challeng', 'time', 'crucial', 'support', 'one', 'anoth', 'binari', 'studio', 'proud', 'help', '7', 'famili', 'affect', 'disast']","['heart', 'impact', 'devast', 'earthquak', 'turkey', 'challeng', 'time', 'crucial', 'support', 'one', 'anoth', 'binari', 'studio', 'proud', 'help', '7', 'famili', 'affect', 'disast']"
recent left thousand peopl need basic necess includ cloth bless opportun pack donat cloth sleep bag affect disast,positif,recent left thousand peopl need basic necess includ cloth bless opportun pack donat cloth sleep bag affect disast,"['recent', 'left', 'thousand', 'peopl', 'need', 'basic', 'necess', 'includ', 'cloth', 'bless', 'opportun', 'pack', 'donat', 'cloth', 'sleep', 'bag', 'affect', 'disast']","['recent', 'left', 'thousand', 'peopl', 'need', 'basic', 'necess', 'includ', 'cloth', 'bless', 'opportun', 'pack', 'donat', 'cloth', 'sleep', 'bag', 'affect', 'disast']","['recent', 'left', 'thousand', 'peopl', 'need', 'basic', 'necess', 'includ', 'cloth', 'bless', 'opportun', 'pack', 'donat', 'cloth', 'sleep', 'bag', 'affect', 'disast']"
turkey presid respons,positif,turkey presid respons,"['turkey', 'presid', 'respons']","['turkey', 'presid', 'respons']","['turkey', 'presid', 'respon']"
thought prayer turkey,positif,thought prayer turkey,"['thought', 'prayer', 'turkey']","['thought', 'prayer', 'turkey']","['thought', 'prayer', 'turkey']"
turkey reduc popul densiti capit reduc loss,negatif,turkey reduc popul densiti capit reduc loss,"['turkey', 'reduc', 'popul', 'densiti', 'capit', 'reduc', 'loss']","['turkey', 'reduc', 'popul', 'densiti', 'capit', 'reduc', 'loss']","['turkey', 'reduc', 'popul', 'densiti', 'capit', 'reduc', 'loss']"
turkey earthquak live rescu oper,positif,turkey earthquak live rescu oper,"['turkey', 'earthquak', 'live', 'rescu', 'oper']","['turkey', 'earthquak', 'live', 'rescu', 'oper']","['turkey', 'earthquak', 'live', 'rescu', 'oper']"
big respect two turkish nurs earthquak stay strong care new born babi save,positif,big respect two turkish nurs earthquak stay strong care new born babi save,"['big', 'respect', 'two', 'turkish', 'nurs', 'earthquak', 'stay', 'strong', 'care', 'new', 'born', 'babi', 'save']","['big', 'respect', 'two', 'turkish', 'nurs', 'earthquak', 'stay', 'strong', 'care', 'new', 'born', 'babi', 'save']","['big', 'respect', 'two', 'turkish', 'nur', 'earthquak', 'stay', 'strong', 'care', 'new', 'born', 'babi', 'save']"
scammer profit turkey syria earthquak visit,positif,scammer profit turkey syria earthquak visit,"['scammer', 'profit', 'turkey', 'syria', 'earthquak', 'visit']","['scammer', 'profit', 'turkey', 'syria', 'earthquak', 'visit']","['scammer', 'profit', 'turkey', 'syria', 'earthquak', 'visit']"
turkey earthquak heartbreak aerial footag,negatif,turkey earthquak heartbreak aerial footag,"['turkey', 'earthquak', 'heartbreak', 'aerial', 'footag']","['turkey', 'earthquak', 'heartbreak', 'aerial', 'footag']","['turkey', 'earthquak', 'heartbreak', 'aerial', 'footag']"
big salut rescuer doctor volunt real hero,positif,big salut rescuer doctor volunt real hero,"['big', 'salut', 'rescuer', 'doctor', 'volunt', 'real', 'hero']","['big', 'salut', 'rescuer', 'doctor', 'volunt', 'real', 'hero']","['big', 'salut', 'rescuer', 'doctor', 'volunt', 'real', 'hero']"
